formula,year
Pd16.5Sb83.5,1960
Pd1Se1Te1,1960
Pd1Sn1,1960
Pd1Te1,1960
Os0.2Pr1Ru3.8Sb12,1960
Os0.432Re0.568,1960
Os0.56Re0.44,1960
Os0.74W0.26,1960
Os1W3,1960
Os2Si2Y1,1960
Os0.113Re0.887,1960
Os0.115Re0.885,1960
B4Er0.98Gd0.02Rh4,1960
P1.25S0.75Zr1,1960
P1.25Se0.75Zr1,1960
P1.35Se0.65Zr1,1960
P1.4S0.6Zr1,1960
P1.5Se0.5Zr1,1960
P1.6S0.4Zr1,1960
P12Pr1Ru4,1960
B4Er0.97Gd0.03Rh4,1960
La1Ni2Si2,1960
La1P1,1960
P1Pd3,1960
P1Ru1Ti1,1960
P1W3,1960
P1Zr3,1960
P2Pd2Y1,1960
Pt0.5W0.5,1960
Pt0.73W0.27,1960
Re0.35W0.65,1960
Pd2Sn1Tm0.5Y0.5,1960
Pd2Sn1Y1,1960
Pd3Ta4Te16,1960
Pd3Te1,1960
Pr0.179Th0.821,1960
Re0.4W0.6,1960
Re0.73W0.27,1960
Re0.7W0.3,1960
Re0.83Ru0.17,1960
Pr0.251Th0.749,1960
Pr1Ru4Sb12,1960
Pt0.43W0.57,1960
Pt0.52W0.48,1960
Pb1Pd1Tl1,1960
Pb1Sb1,1960
Pb0.36Sn0.64,1960
Pb0.52Tl0.48,1960
Pb0.6Tl0.4,1960
Pb0.79Tl0.21,1960
Pb0.85Tl0.15,1960
Pb0.89Tl0.11,1960
Pd1Zr3,1960
Pb1Se2Ta1,1960
Pb1Tl0.12,1960
Pb1Tl0.17,1960
Pb1Tl0.27,1960
Pb2Pd0.5Rh0.5,1960
Pd0.15Zr0.85,1960
Pd0.56W0.44,1960
Re2Si1,1960
Re3Si5Y2,1960
Re3Ta1,1960
Re3W1,1960
Re6Zr1,1960
B4Er0.95Gd0.05Rh4,1960
Ti0.25Zr0.75,1960
B4Er0.88Rh4Y0.12,1960
Rh3Si5Y2,1960
Rh0.105Ru0.895,1960
Rh0.36Se0.64,1960
Rh0.53Se0.47,1960
Rh0.85Si1.15Th1,1960
Rh0.94Se2,1960
Re24Sc5,1960
Re2Sc1,1960
Rh3Y1,1960
Rh5Y1,1960
Ru0.4W0.6,1960
Ru0.58W0.42,1960
Ru1Sb1,1960
Rh17S15,1960
Rh2Si2Y1,1960
Rh2Y3,1960
Pd2.8Se1,1960
Pd20Zr80,1960
Pd22Zr78,1960
Pd23Zr77,1960
Pd2Si2Y1,1960
Pd2Sn1Tm0.05Y0.95,1960
Pd2Sn1Tm0.1Y0.9,1960
Pd2Sn1Tm0.25Y0.75,1960
B1Rh1,1960
B1Rh2,1960
B2C1Co2Pr1,1960
B2C1Pr1Rh2,1960
B2C1Rh2Th1,1960
B12Ho1,1960
B12Tm1,1960
B1Cr2,1960
Se1.6Ta1Te0.4,1960
Al2Ca1Si2,1960
Al3Nd1Pd2,1960
B2Ca1Ir2,1960
B2Ca1Rh2,1960
B2Co3Lu1,1960
B2Cr1,1960
B1Nb2,1960
B4Er0.79Ho0.21Rh4,1960
Ba24Si100,1960
Ba2Bi3,1960
Si3Y1,1960
B4Er0.76Gd0.24Rh4,1960
Sn1Te1,1960
Sn3Th1,1960
Sn3Yb1,1960
B4Er0.73Ho0.27Rh4,1960
B4Er0.72Rh4Y0.28,1960
La0.978Pr0.022Sn3,1960
B4Er0.72Gd0.28Rh4,1960
B4Ho1Rh3.6Ru0.4,1960
B4Ho1Rh3.4Ru0.6,1960
B4Er0.16Ho0.84Rh4,1960
K1Sb1,1960
Ta0.78W0.22,1960
Ta0.84W0.16,1960
Ta0.85W0.15,1960
Ta0.8W0.2,1960
Ta0.05V0.095,1960
Ta0.125Zr0.875,1960
Ta0.15Zr0.85,1960
Ta0.17Zr0.83,1960
Th0.999U0.15,1960
Tc2Y1,1960
Tc2Zr1,1960
Tc6Zr1,1960
Th0.3Zr0.7,1960
Th0.5Y0.5,1960
Ta0.462Ti0.538,1960
Ta0.52Ti0.48,1960
Ru2Si2Y1,1960
Ru3U1,1960
S0.8Se1.2Ta1,1960
S1.2Se0.8Ta1,1960
S1Se1Ta1,1960
S8Tl0.26V6,1960
Th0.65Y0.35,1960
Th0.999U0.127,1960
B1Fe2,1960
B1Ir1,1960
Au2In1Tm1,1960
Au5Cd8,1960
Se1.7Ta1Te0.3,1960
Sb4Sn3Sr1,1960
Sc1Tc2,1960
Se1.5Ta1Te0.5,1960
Ag0.815Sn0.185,1960
Ag0.825Sn0.175,1960
Ag0.828Ga0.172,1960
Ti0.106V0.894,1960
Ti0.33Zr0.66,1960
Ti0.3Zr0.7,1960
Ti0.516V0.484,1960
Ti0.5V0.5,1960
Ag0.8Ga0.2,1960
Ag0.9Ga0.1,1960
Ag1In2,1960
B4Er0.134Ho0.866Rh4,1960
W2Zr1,1960
B4Er0.11Ho0.89Rh4,1960
Zn2Zr1,1960
Ag0.795Sn0.205,1960
Ag4Ge1,1960
B4Dy1Ir2Rh2,1960
B3Br5C6La9,1960
Ag0.82Sn0.18,1960
Ag0.835Sn0.165,1960
Ag0.845Sn0.155,1960
Ag0.865Sb0.135,1960
Ag0.875Ga0.125,1960
Ta0.24V0.76,1960
Ta0.25V0.75,1960
Ta0.2Zr0.8,1960
Ag1La1,1960
B2Zr1,1960
Ag1S0.2Se1.8Sn1,1960
Ag1Th2,1960
Ag2F1,1960
B4Er0.91Gd0.09Rh4,1960
As2Zr1,1960
As3W2,1960
Au0.85Zn0.15,1960
Au0.99In0.01,1960
Au1Na2,1960
Au2Er1In1,1960
As2Ba1Co2,1960
Ag0.7Hg0.3,1960
Ag1Mg1,1960
Ag1Zn1,1960
Ag3Sb1,1960
Ag5Cd8,1960
Ag5Zn8,1960
Al0.11Mg0.89,1960
Tl3Y1,1960
Ba1Ga0.78Si1.22,1960
Ba1Ga1Si1,1960
Ba1Ge0.2Ni2P1.8,1960
Ba1Ge12Pt4,1960
Ba1Ge2,1960
Ba1Ir2P2,1960
B4Er0.8Gd0.2Rh4,1960
Fe3Lu1.86Sc0.14Si5,1960
Ti0.7V0.3,1960
Fe3Lu0.032Si5Y1.968,1960
Ba1Ni2P2,1960
Ba1P2Rh2,1960
Ba1Pt1Si3,1960
Ba1Pt2Sb2,1960
Ba1Rh2,1960
Ba1Sn3,1960
Al0.2La0.8,1960
Al0.32La0.68,1960
Fe1U6,1960
Al0.3In0.7La3,1960
Al0.22La0.78,1960
Al1.825La1Si0.175,1960
Al0.27La0.73,1960
Ag5Sr1,1960
Al0.18La0.82,1960
Ce0.1La0.9P12Ru4,1960
B4Er0.25Ho0.75Rh4,1960
B4Er0.187Ho0.813Rh4,1960
Fe3Lu2Si5,1960
Fe3Lu1.9Si5Y0.1,1960
Fe3Lu1.9Sc0.1Si5,1960
Fe3Lu1.94Sc0.06Si5,1960
As1Cu3,1960
As1Ni1,1960
As1Ru1Ti1,1960
As1Ti1,1960
Al1Y3,1960
Fe3Lu1.86Si5Y0.14,1960
B2V0.05Zr0.95,1960
B2V0.04Zr0.96,1960
As2Ba1Rh2,1960
B2V0.01Zr0.99,1960
As2Co1,1960
As2Eu1Ni2,1960
B2Nb1,1960
As2Nb1,1960
As2V1,1960
B2Lu1Os1,1960
Gd1Ru2,1960
B2Lu0.5Os3Th0.5,1960
Ge1Pd2,1960
Ge1Th1,1960
Tc0.5W0.5,1960
Tc0.875Ti0.125,1960
Te1Y1,1960
Te3Zr1,1960
B2La1Rh3,1960
B2La0.5Rh3Y0.5,1960
Fe3Th7,1960
Fe3Si5Y2,1960
Fe3Sc2Si5,1960
B2Ir3La1,1960
B2Er0.4Lu0.6Ru1,1960
B2Er0.45Lu0.55Ru1,1960
Al2La0.988Tb0.012,1960
Al2La0.991Tb0.009,1960
Al1N1,1960
Al1Os1,1960
Al0.95Ba1Si1.05,1960
Al1.995La1Si0.005,1960
Al1Hf1Ni2,1960
Al1La3,1960
B2Er0.35Lu0.65Ru1,1960
B2Pt3Sr0.67,1960
Al2Au1,1960
Al2Gd0.001La0.999,1960
Al2Gd0.002La0.998,1960
Al2Gd0.003La0.997,1960
Al2Gd0.004La0.996,1960
Al2Gd0.005La0.995,1960
Al1C1La3,1960
Ag0.5Sn0.5Te1,1960
Ge1Y1,1960
B2Os1Y1,1960
B2Os1Sc1,1960
Ti0.12V0.88,1960
Al6Re1,1960
Th0.25Y0.75,1960
Al1La1,1960
Al1Lu2,1960
Al1Pd2Y1,1960
Al1Pt1,1960
Al0.15Au0.85,1960
Al0.85Zn0.15,1960
Al1.55La1Si0.45,1960
Al1.64La1Si0.36,1960
Sn0.965Te1,1960
Sn0.966Te1,1960
Sn0.975Te1,1960
Sn0.976Te1,1960
Sn0.97Te1,1960
Sn0.985Te1,1960
Sn0.98Te1,1960
Al1Ge1Na1,1960
Th1Tl3,1960
Th2Zn1,1960
Sn0.995Te1,1960
Sn0.99Te1,1960
Te3V2,1960
Te2W1,1960
Ta0.5V0.5,1960
Si3W5,1960
Si1.9Y1,1960
Si1Y1,1960
Sb0.268V0.732,1960
Sb1Te2Tl1,1960
Sb2Ti1,1960
Sb2V1,1960
Sb2Zr1,1960
Sc1Se1,1960
Rh3Si5Tb2,1960
Rh3Sn5Y2,1960
Si2W1,1960
Si2Y1,1960
As2Ca1Pd2,1960
As2Cd1Ge1,1960
P2Ti1,1960
Si0.665Y0.335,1960
Te2Ti1,1960
As1.846Ba1Ni2P0.154,1960
As1.902Ba1Ni2P0.098,1960
As1.972Ba1Ni2P0.028,1960
Fe1.2V0.8Zr1,1960
Fe1.6V0.4Zr1,1960
Fe1Ge2,1960
Fe1Si1,1960
As0.5In1Te0.5,1960
Ga6Pr1,1960
Gd1Pt2,1960
Gd1Re2,1960
Al2La0.992Tb0.008,1960
Al2La0.994Tb0.006,1960
Al2La0.996Tb0.004,1960
Al2La1,1960
Hg1Na1,1960
Hg1Zr3,1960
Ag0.91As0.09,1960
Hg3Pt1,1960
Ge3Nd2Pd1,1960
B2Ir3Th1,1960
H0.5V1,1960
H0.73Pd1,1960
Ho1Re2,1960
Ho1Te3,1960
As1.792Ba1Ni2P0.208,1960
As1.816Ba1Ni2P0.184,1960
Hf1Rh3,1960
Hf1Ru1,1960
Hf1Ru1Si1,1960
Hf1Si2,1960
Ti0.65Zr0.35,1960
Ti0.66Zr0.33,1960
Ti0.75V0.25,1960
Ti0.76V0.24,1960
Ti0.85V0.15,1960
Fe1Ti1,1960
Hg4Pt1,1960
Hg7K5,1960
Ru1Zr1,1960
S1Sc1,1960
S1V3,1960
S3Ta1,1960
Sb0.195V0.805,1960
Sb0.223V0.777,1960
Sb0.236V0.764,1960
Sb0.249V0.751,1960
Co1V3,1960
Co2Lu1,1960
Co2P1,1960
Co2Zr1,1960
Er1Fe2Ge2,1960
Er1Re2,1960
Er3Ni1,1960
Eu1P2Pd2,1960
Fe2Gd1Ge2,1960
Fe2Ge2Ho1,1960
Fe2Ge2Nd1,1960
Fe2Ge2Pr1,1960
Fe2Ge2Sm1,1960
Fe2Ge2Tb1,1960
Fe2Ge2Tm1,1960
Fe2Hf1,1960
Ga6La1,1960
Ga6Nd1,1960
Fe2U1,1960
Fe2Zr1,1960
Fe3Ho2Si5,1960
Fe3Si5Tb2,1960
Ga0.03Mg0.97,1960
Ga1Y1,1960
H1.96La1,1960
H2Th1,1960
Hf1Ni2Sn1,1960
Hf1Os1Si1,1960
Cu1Mg1Sb1,1960
Ga3U1,1960
Ga6Gd1,1960
Ga6Ho1,1960
Ru2Th1,1960
Ru2Y1,1960
Gd0.013La0.987Sn3,1960
Si2Th1,1960
Gd0.011In1La2.989,1960
Gd0.005In1La2.995,1960
Ga9Rh2,1960
Rh3Y7,1960
S8Tl1V6,1960
Sb1Ta3,1960
Sb1V3,1960
Sb2Te3,1960
Sb2Tl7,1960
Ru1Ti1,1960
Ru2Sc1,1960
Ru2Si2Th1,1960
Dy2Rh3Si5,1960
Cu1Te1,1960
Cu2Fe1,1960
Cu2La1Si2,1960
Ce1Ga6,1960
Ce1N0.87,1960
Cu0.91Si0.09,1960
S8Tl0.61V6,1960
Fe0.95Sn0.05,1960
Co1Sc1,1960
Co1Sc2,1960
Co1Te1,1960
Cu2Mg1,1960
Ga9Ir2,1960
Dy1Pd2Sn1,1960
Dy2Fe3Si5,1960
Co1P3,1960
Co1Sb1,1960
Ca1Mg2,1960
Ca1P2Ru2,1960
Ca1Pd2,1960
Ce3Ru4Sn13,1960
Co0.3Ni0.7V3,1960
Co1.95Cu1Rh0.05S4,1960
Cr2Zr1,1960
Ca1Pt2,1960
Ca1Se1,1960
Ga3Sc1,1960
Ga0.3In0.7La3,1960
Ga1N1,1960
Ga1Hf1Ni2,1960
Co1P1,1960
Rh1Si1Tb1,1960
Rh1Te1,1960
Rh2Th1,1960
Cu0.67Zn0.33,1960
Cr1N1,1960
Cr1P1,1960
Cr1Sb1,1960
Cr2Ti1,1960
Ru1Te2,1960
S1Tl2,1960
Sb2Ta1,1960
Sc0.5Zr0.5,1960
Se1.05Ti1,1960
Se2V1,1960
Rh0.29Se0.71,1960
Rh1Sc4,1960
Rh0.88Ru0.12Se2,1960
Rh0.8Ru0.2Se2,1960
Rh1Th1,1960
Re24Ti5,1960
Re24Zr5,1960
Re2Th1,1960
Re2Y1,1960
Re3V1,1960
Ru0.475V0.525,1960
Ru0.47V0.53,1960
Rh2Si2Th1,1960
Rh2Sr1,1960
Rh3Th7,1960
Rh4Sn13Sr3,1960
Rh4Sn13Th3,1960
Rh0.1Si1.9Th1,1960
C2Ni1Y1,1960
C2Os1U2,1960
As1Hf1Os1,1960
As1Hf1Ru1,1960
As1Nb3,1960
Ru0.45V0.55,1960
Ru0.465V0.535,1960
Ru0.46V0.54,1960
Co1.9Cu1Ir0.1S4,1960
Ce1Os2,1960
Ce1P12Ru4,1960
Ce1Sn3,1960
Ce2S3,1960
As1Rh0.14Ru0.86,1960
As1Rh1,1960
C2Er1,1960
Ga3Lu1,1960
Ga2Y1,1960
Pd3Sn2,1960
Pd49.75Sb50V0.25,1960
Rh1Y1,1960
Rh2Y1,1960
Rh3Sc1,1960
Rh3Th1,1960
Be17Hf2,1960
Be2Cr1,1960
Be2Fe1,1960
C3Nd0.2Th1.8,1960
C3Pr0.2Th1.8,1960
Ga2La1Ni1,1960
Ga2La1,1960
Gd0.029In1La2.971,1960
Se3Ta1,1960
Pt1Sb1Se1,1960
Pt1Sb1Te1,1960
Ru2Zr1,1960
Ca1Cu5,1960
Ca1Ga1Ge1,1960
As2Ba1Ni2,1960
Ca3Ge4Ir4,1960
Pt1Sn2,1960
Pt1Te2,1960
Pt1Y1,1960
Pt3Sn1,1960
Re0.4Ta0.6,1960
Re1Zr2,1960
Re2U1,1960
Sb2Yb1,1960
C2Tm1,1960
C2Yb1,1960
C3Ce0.2Th1.8,1960
C3Cr7,1960
Pb3Y1,1960
Pb3Yb1,1960
Pb3Zr5,1960
Ca2.8Co0.2Rh4Sn13,1960
P2Zr1,1960
P4Re3,1960
Pb1Pd3,1960
Pd1Sc2,1960
Ru0.43V0.57,1960
Ru0.445V0.555,1960
Ru0.452V0.548,1960
C2Ru1U2,1960
Pd2Sn1Tb1,1960
Pd2Sr1,1960
Pd4S1,1960
Pt1Sc1,1960
Pt1Si1Sm1,1960
Pt3Sc1,1960
Pt3Y1,1960
P2V1,1960
Ru0.5V0.5,1960
As2Pd2Sr1,1960
Ce0.052La0.948Sn3,1960
Ce0.029La0.971Sn3,1960
Re1Si2,1960
Re2Tb1,1960
Rh1Sb1,1960
Pd1Th1,1960
As2La1Pd2,1960
As2Mo1,1960
As2Ni2Sr1,1960
C1.65Th0.4Y0.6,1960
C1Y3,1960
Bi2S3,1960
Bi5Th3,1960
Br2Cu1,1960
Pt1Th1,1960
Pt1Tl2,1960
Pd2Sn1Tm0.75Y0.25,1960
Pd2Sn1Tm1,1960
Pd31Zr69,1960
Pd32Zr68,1960
Pd34Zr66,1960
Pd35Zr65,1960
Pt3Th7,1960
Ce0.016La0.984Sn3,1960
Ce0.05La0.95P12Ru4,1960
Ce0.054La0.946Sn3,1960
Pt1Sb1,1960
Pt1Si1,1960
Pt1Sn1,1960
Pt1Sn4,1960
B2Ru3Th0.5Y0.5,1960
B2Ru1Y1,1960
Re0.52W0.48,1960
Re0.5W0.5,1960
Re0.71V0.29,1960
Pt2.2Y1,1960
Pt2Sr1,1960
Pt2Y1,1960
Au0.92Ga0.08,1960
Au0.92In0.08,1960
Au0.93Ga2Pd0.07,1960
Au0.93In0.07,1960
Au0.94In0.06,1960
Au0.95Ga0.05,1960
B2Ru1Sc0.2Y0.8,1960
B2Ru1.25W1.75,1960
Au0.374Te0.626,1960
Au0.976Ga2Pd0.024,1960
Au0.988Ga2Pd0.012,1960
Au0.98Ga2Pd0.02,1960
Au0.9Ga0.1,1960
Au0.9In0.1,1960
Au0.915In0.085,1960
Au0.91In0.09,1960
Au0.3Te0.7,1960
Au0.427Ga0.573,1960
Au0.499Ga0.501,1960
Au0.24Te0.76,1960
Au0.25Te0.75,1960
Au0.28Te0.72,1960
Au0.332Te0.668,1960
Au0.35Te0.65,1960
Be2Mo1,1960
Be2Ti1,1960
Be2W1,1960
Be2Zr1,1960
B2Ru1,1960
Bi1Co0.1Sc0.9,1960
Bi1S1,1960
Bi1Sc1,1960
Au1Sn1,1960
Ni1Ta2,1960
Ni25Th75,1960
Ni2Se2Tl1,1960
Cd0.1In0.9La3,1960
Pd1Th2,1960
Pd1Tl2,1960
Pd1V3,1960
B12Th0.93Zr0.07,1960
Au5Sn1,1960
Cd0.06Cu0.94Se2,1960
B0.05P0.95Ru1Zr1,1960
B0.15P0.85Ru1Zr1,1960
B0.1C2.9Y2,1960
B0.1P0.9Ru1Zr1,1960
B0.2P0.8Ru1Zr1,1960
Ca3Rh4Sn13,1960
B0.3Ru0.7,1960
B12Lu0.007Zr0.993,1960
B12Lu0.015Zr0.985,1960
B12Lu0.016Zr0.984,1960
B12Lu0.065Zr0.935,1960
B12Lu0.074Zr0.926,1960
B12Lu1,1960
C2Ca0.1Y0.9,1960
C2.9Th0.8Y1.2,1960
C2.9Th0.6Y1.4,1960
Au0.84In0.16,1960
Au0.85Ga2Pd0.15,1960
Au0.8In0.2,1960
C2.8Th0.6Y1.4,1960
C3La2,1960
Au1Zn3,1960
Au2In1Y1,1960
Au3Te5,1960
Au1.3In1Pd0.7Y1,1960
Au1.8In1Pd0.2Y1,1960
Au1Ga1,1960
Au1In1Pd1Y1,1960
Au1In2,1960
Pd0.52Sb0.48,1960
Pd0.5Sb0.5,1960
Pd0.87Te2,1960
Pb2S1Se1,1960
Pb2S1Te1,1960
Pb3Th1,1960
Au1Te2,1960
Au1Th2,1960
Pd0.9Pt0.1Te2,1960
Pd1Sb1Se1,1960
Pd1Sb2,1960
Pd1Sn2,1960
Pd1Te2,1960
Pd0.3Zr0.7,1960
Pd0.49Sb0.51,1960
Pd0.51Sb0.49,1960
Pd1Zr2,1960
Pd29Zr71,1960
Pd2Sc1Sn1,1960
Pd2Si2Th1,1960
Pd2Sn1,1960
Pd0.95Pt0.05Te2,1960
Pd0.95Rh0.05Te2,1960
Pd0.95Te2,1960
Nb3Te4,1960
Nb50Zr50,1960
Nd0.1Os4Pr0.9Sb12,1960
Nd0.25Os4Pr0.75Sb12,1960
Nd0.2Os4Pr0.8Sb12,1960
Nb3Sb1,1960
Pb0.5Sn0.5Te1,1960
Pb0.8Pt0.2,1960
Nd0.2Ru2Th0.8,1960
Nd0.3Os4Pr0.7Sb12,1960
Ni0.05Pd0.95Te2,1960
Ni0.1Pd0.9Te2,1960
Ni0.25Pd49.75Sb50,1960
Ni0.3Th0.7,1960
Ni1.5V0.5Zr1,1960
Ni1Sm1,1960
B12Zr1,1960
B1Hf1,1960
B1I3,1960
B1W2,1960
B1Zr1,1960
B2.32Nb1,1960
Au0.25Ba1Ge12Pt3.75,1960
Au0.278Ga0.722,1960
Au1Pb2,1960
Au1Pb3,1960
C3Ho0.2Th1.8,1960
B2.34Nb1,1960
Ba1Ga2,1960
Ba1Pd2,1960
Ba1Pt2,1960
B12Yb0.01Zr0.99,1960
B4Co4Y1,1960
B4Dy1Rh4,1960
B4Ru4U1,1960
B6Ca1,1960
B2Er0.15Lu0.85Ru1,1960
B2Pr1Rh3,1960
B2Pr1Ru3,1960
B2Ru3Sm1,1960
B6Eu1,1960
B6Ho1,1960
B6Pr1,1960
B6Sm1,1960
B6Yb1,1960
B2Sc1,1960
B2Ta0.84,1960
B2V3,1960
Os2Sc1,1960
Os2Si2Th1,1960
Os2Y1,1960
Os3.8Pr1Ru0.2Sb12,1960
Os3Th7,1960
Os4Pr1Sb12,1960
B6Ce1,1960
B6Dy1,1960
Pb1.9Rh1,1960
Pb1Pd2Y1,1960
Pb1Pt1,1960
Pb2Pd1,1960
Pb2Rh1,1960
P0.95Zr1,1960
P1Ru1Zr1,1960
P3Pd7,1960
B2Gd0.1Lu0.9Ru1,1960
B2Gd0.2Lu0.8Ru1,1960
Ni1P1,1960
Nb3Pd0.7Se7,1960
Nb2Pd0.67Se5,1960
Nb0.92Ta0.71,1960
Nb1S0.899,1960
Nb1S2,1960
B2Lu0.8Ru1Tm0.2,1960
B2Lu0.9Ru1Tb0.1,1960
B2Lu0.9Ru1Tm0.1,1960
B2Lu1Os3,1960
B2Lu1Ru1,1960
B2Nb0.6,1960
B2Er0.1Lu0.9Ru1,1960
B2Er0.2Lu0.8Ru1,1960
B2Nb0.83,1960
B2Nb0.84,1960
B2Nb0.9,1960
B2Os1,1960
B2Re1,1960
B2Ru3Th1,1960
B3Nb1,1960
B2La3N2.7Ni2,1960
B2Ru3Tb1,1960
B2Ru3Tm1,1960
B2Ru3Y1,1960
B2Ru3Yb1,1960
B2Ce1Ru3,1960
B2Dy0.1Lu0.9Ru1,1960
B2Dy0.2Lu0.8Ru1,1960
B2Nb0.7,1960
Au0.1Sb0.8Te0.1,1960
Au0.22Te0.78,1960
B2Ho0.1Lu0.9Ru1,1960
B2Ho0.2Lu0.8Ru1,1960
C3Er0.2Th1.8,1960
B6Nd1,1960
C3Er0.1Th1.9,1960
C2.7Th0.8Y1.2,1960
Au0.2Sn0.8,1960
Au0.2Te0.8,1960
Au0.328Ga0.672,1960
Au0.388Ga0.612,1960
As2Pt2Sr1,1960
As2Sn3,1960
Au0.125Sb0.75Te0.125,1960
Au0.18Te0.82,1960
Au0.855Sn0.145,1960
Au0.865Sn0.135,1960
Nb1S1,1960
Nb1Sb2,1960
Au0.27Tl0.73,1960
Au0.281Ga0.719,1960
Au0.293Ga0.707,1960
Au0.2In1Pd1.8Y1,1960
Nb1Se3,1960
Nb1Te4,1960
Nb3Pb1,1960
Nb5Te4,1960
Au0.3Ba1Si1.7,1960
Au0.5Pb2Pd0.5,1960
Au0.835Sn0.165,1960
Au0.845Sn0.155,1960
C2.7Th0.7Y1.3,1960
C2.7Th0.6Y1.4,1960
C2.7Th0.4Y1.6,1960
C2Ni1Th0.2Y0.8,1960
Nb0.35Zr0.65,1960
Nb0.38Zr0.62,1960
Nb0.44Ti0.56,1960
Nb0.47Ta0.53,1960
C2Ni1Th0.1Y0.9,1960
C2La1,1960
C2Ca0.2Y0.8,1960
B2Ca0.67Pt3,1960
B2C2Y1,1960
B2C1Pt2Th1,1960
B2C1Ni2Th1,1960
Ca1Rh1.2Sn4.5,1960
B4Er0.17Rh4Y0.83,1960
B4Er0.29Rh4Y0.71,1960
B4Gd0.01Rh4Y0.99,1960
B4Gd0.1Rh4Y0.9,1960
B4Gd0.3Rh4Y0.7,1960
B4Rh4Tm1,1960
B4Rh4Y1,1960
B4Ru4Y1,1960
B5Hf0.2Mo1.8,1960
B5Mo1.7Nb0.3,1960
B5Mo1.7Ta0.3,1960
B5Mo1.7Ti0.3,1960
B5Mo1.7V0.3,1960
B5Mo1.8Sc0.2,1960
B5Mo1.9Zr0.1,1960
B6La1,1960
Nd0.8Os4Pr0.2Sb12,1960
Nd1Os4Sb12,1960
Nd1Ru2,1960
Ca1Li2,1960
Ca1Ga1Si1,1960
N1Y1,1960
N1U1,1960
N1Sc1,1960
Au0.885Sn0.115,1960
Ni1P3,1960
Ni1Sb1,1960
Ni1Si2,1960
Ni2P1,1960
Ni2Zn11,1960
Ni4P2Zr1,1960
Os1Si1,1960
Au1Lu1,1960
Au1Sb2,1960
Os2Th1,1960
P1Ru2,1960
P1V1,1960
P1V3,1960
P2Ru2Sr1,1960
Au0.875Sn0.125,1960
Na0.28Pb0.72,1960
Na1Pb3,1960
Au0.92Ga0.04In0.04,1960
Au0.95Sn0.05,1960
Au0.978In0.022,1960
Au1.6In1Pd0.4Y1,1960
Au1Be1,1960
Au1Ga2,1960
Nb0.5Re0.5,1960
Nb0.5Ta0.5,1960
Nb0.5Ti0.5,1960
Nb0.5V0.5,1960
Nb0.22Ti0.8,1960
Nb0.25Zr0.75,1960
N0.97Sc1,1960
B1C1Mo1.935Zr0.065,1960
Mo0.52Re0.48,1960
Nb0.6Ru0.4,1960
Nb0.75Zr0.25,1960
Nb0.85Zr0.15,1960
Nb0.8Zr0.2,1960
Nb0.4Zr0.6,1960
Nb0.55Ti0.45,1960
Nb0.55V0.45,1960
Mo0.5Pd0.5,1960
Mo0.5Re0.5,1960
Mo0.61Ru0.39,1960
Mo0.6Ru0.4,1960
Mo0.15Ti0.85,1960
Mo0.18Tc0.82,1960
Mo0.25Ru0.75,1960
Mo0.3U0.7,1960
Gd0.08Ru2Y0.92,1960
Gd0.08La0.92Sn3,1960
Gd0.06In1La2.94,1960
Mo3Sb7,1960
Gd0.067La0.933Sn3,1960
Gd0.064La0.936Sn3,1960
Gd0.055In1La2.945,1960
Gd0.04Ru2Y0.96,1960
Au2Pb1,1960
Au5Ba1,1960
Gd0.04In1La2.96,1960
Gd0.048In1La2.952,1960
Gd0.045In1La2.955,1960
La0.75Pb3Pr0.25,1960
La0.76Pb3Th0.24,1960
La0.7Pb3Pr0.3,1960
Gd0.037In1La2.963,1960
Gd0.02In1La2.98,1960
Au1Sc1,1960
Au1Si3Sr1,1960
Au1Tl2,1960
Au25Sb75,1960
Au2Bi1,1960
Au2In1Sc1,1960
B12Sc1,1960
B12Y1,1960
B1C1Hf0.06Mo1.94,1960
B1C1Hf0.095Mo1.905,1960
B1C1Mo1.7Ta0.3,1960
B1C1Mo1.86Ta0.14,1960
Au5Ca1,1960
Bi5Tl3,1960
B1La1N1Ni1,1960
B1Li2Ni0.06Pd2.94,1960
B1Li2Ni0.15Pd2.85,1960
B1Li2Ni0.3Pd2.7,1960
B1Li2Pd0.3Pt2.7,1960
B1Li2Pd2.7Pt0.3,1960
B1Li2Pd2.85Pt0.15,1960
B12Li2.5,1960
La3Tl1,1960
La5Ru2,1960
La7Ni3,1960
Bi3Sr1,1960
Bi3Ni1,1960
Ba1Hg1,1960
Bi3Fe0.1Ni0.9,1960
C1.35Y1,1960
C1.35La1,1960
H0.965Pd1,1960
H0.963Pd1,1960
C3.1Th0.6Y1.4,1960
Lu0.275Rh0.725,1960
Lu1Os2,1960
La3Rh4Sn13,1960
La3Ru4Sn13,1960
Lu1Ru2,1960
Lu1S1,1960
Lu1Se1,1960
Lu3Si5,1960
C2Th0.19Y0.81,1960
Mg0.93Pb0.07,1960
C2Th0.09Y0.91,1960
C2Ni1Th0.3Y0.7,1960
La0.84Sn3Tm0.16,1960
La0.85Pb3Pr0.15,1960
La0.87Sn3Th0.13,1960
La0.8Pb3Pr0.2,1960
Mn1U6,1960
Mo0.121Ti0.878,1960
Lu1Pd2Si2,1960
Lu1Pd2Sn1,1960
La2.706Pr0.294Tl1,1960
La2.82Pr0.18S4,1960
La2.916Pr0.084Tl1,1960
La2.91Pr0.09Tl1,1960
La2Sn5,1960
